mfg,makes,carlines,type,percent_content_USA_CAN,percent_content_other1,percent_content_other2,final_assembly1,final_assembly2,source_E1,source_E2,source_T1,source_T2,year
Toyota,Toyota,Corolla,PC,65%,25% J,"",US,CN,US,"",J,"",2017
Toyota,Toyota,Corolla iM,PC,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Toyota,Highlander,MPV,60%,25% J,"",US,"",US,"",US,J,2017
Toyota,Toyota,Highlander Hybrid,MPV,40%,50% J,"",US,"",J,"",J,"",2017
Toyota,Toyota,Land Cruiser200,MPV,5%,95% J,"",J,"",J,"",J,"",2017
Toyota,Toyota,Prius C,PC,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Toyota,Prius Prime,PC,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Toyota,Prius V,PC,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Toyota,Rav4,PC,35%,60% J,"","J, CN","","US, J",CH,"US, J","",2017
Toyota,Toyota,Rav4 Hybrid,PC,5%,95% J,"",J,"",J,"",J,"",2017
Toyota,Toyota,Sequoia,MPV,65%,25% J,"",US,"",US,"",US,"",2017
Toyota,Toyota,Sienna,MPV,65%,25% J,"",US,"",US,"",J,"",2017
Toyota,Toyota,Tacoma,Truck,65%,15% J,"","M, US","","J, US","","J, TH","",2017
Toyota,Toyota,Toyota 86,PC,0%,95% J,"",J,"",J,"",J,"",2017
Toyota,Toyota,Tundra,Truck,65%,15% J,"",US,"",US,"","US, J",J,2017
Toyota,Toyota,Yaris,PC,0%,35% J,20% F,F,"",J,"",J,"",2017
Volkswagen,Volkswagen,Beetle,PC,10%,33%M,"","",M,"",M(1.8L),J,"",2017
Volkswagen,Volkswagen,Beetle,PC,8%,35%M,"","",M,"",M(2.0L),G,"",2017
Volkswagen,Volkswagen,Beetle Convertible,PC,12%,33%M,"","",M,"",M(1.8L),J,"",2017
Volkswagen,Volkswagen,Beetle Dune,PC,9%,36%M,"","",M,"",M(1.8L),J,"",2017
Volkswagen,Volkswagen,CC,PC,1%,55%G,18%H,"",G,"",H,G,"",2017
Volkswagen,Volkswagen,eGolf,PC,1%,65% G,"","",G,"",G,"","",2017
Volkswagen,Volkswagen,Golf,PC,7%,44%M,"","",M,"",M(1.8L),J(A6),AR(M5),2017
Volkswagen,Volkswagen,Golf (SW) Alltrack 4Motion,PC,8%,34%M,32%G,"",M,"",M(1.8L),G,"",2017
Volkswagen,Volkswagen,Golf GTI,PC,7%,42%M,17%G,"",M,"",M(2.0L),G,"",2017
Volkswagen,Volkswagen,Golf R,PC,1%,39%G,20%H,"",G,"",H,G (man.),"",2017
Volkswagen,Volkswagen,Golf R,PC,1%,42%G,18%H,"",G,"",H,G (autom.),"",2017
Volkswagen,Volkswagen,Golf SportWagen,PC,8%,43%M,"","",M,"",M(1.8L),J(A6),AR(M5),2017
Volkswagen,Volkswagen,Golf SportWagen 4Motion,PC,7%,40%M,28%G,"",M,"",M(1.8L),G,"",2017
Volkswagen,Volkswagen,Jetta,PC,11%,38%M,"","",M,"",M(1.8L),J,"",2017
Volkswagen,Volkswagen,Jetta,PC,8%,30%M,22%G,"",M,"",G(1.4L),J(A6),AR(M5),2017
Volkswagen,Volkswagen,Jetta GLI,PC,11%,34%M,15%G,"",M,"",M(2.0L),G,"",2017
Volkswagen,Volkswagen,Passat,PC,30%,29%M,"","",US,"",M(1.8L),J,"",2017
Volkswagen,Volkswagen,Tiguan (4MOTION),MPV,1%,48%G,16%H,"",G,"",H,J,"",2017
Volkswagen,Volkswagen,Tiguan (Limited) FWD,MPV,1%,51% G,17% H,"",G,"",H,J,"",2017
Volkswagen,Volkswagen,Tiguan FWD,MPV,1%,49%G,15%H,"",G,"",H,J,"",2017
Volkswagen,Volkswagen,Tiguan Limited (4MOTION),MPV,1%,50% G,15% H,"",G,"",H,J,"",2017
Volkswagen,Volkswagen,Touareg,PC,1%,36%G,31%SL,"",SL,"",G,J,"",2017
Volkswagen,Volkswagen,Passat,PC,30%,29% M,"","",US,"",M(1.8),J,"",2017
Volkswagen,Volkswagen, Passat ,PC,30%,39%G,"",US,"",G(3.6L),"",G,"",2017
Volvo,Volvo, S60 ,PC,1%,30% SW,20% BE,BE,"",SW,"",J,"",2017
Volvo,Volvo, S60 AWD ,PC,1%,2% SW,20% BE,BE,"",SW,"",J,"",2017
Volvo,Volvo,S60 AWD R  ,PC,1%,30% SW,20% BE,BE,"",SW,"",J,"",2017
Volvo,Volvo,S60 Polestar  AUT,PC,1%,30% SW,20% BE,SW,"",SW,"",J,"",2017
Volvo,Volvo, S60CC ,MPV,1%,25%SW ,20% BE,BE,"",SW,"",J,"",2017
Volvo,Volvo, S60I ,PC,1%,40% CH,15% SW,CH,"",CH,"",J,"",2017
Volvo,Volvo, S60I AWD ,PC,1%,40% CH,15% SW,CH,"",CH,"",J,"",2017
Volvo,Volvo,S90 Aut (8vx) AWD ,PC,1%,40%SW,15% G,SW,"",SW,"",J,"",2017
Volvo,Volvo,V60 AUT FWD & AWD  ,PC,1%,30% SW,25% BE,SW,"",SW,"",J,"",2017
Volvo,Volvo,V60 Polestar  AUT,PC,1%,30% SW,20% BE,SW,"",SW,"",J,"",2017
Volvo,Volvo, V60CC ,MPV,1%,30% SW,20% BE,SW,"",SW,"",J,"",2017
Volvo,Volvo, V90 ,PC,1%,30% SW,10% G,SW,"",SW,"",J,"",2017
Volvo,Volvo, XC60 AWD ,MPV,1%,30% BE,20% SW,BE,"",SW,"",J,"",2017
Volvo,Volvo,XC60 AWD R  ,MPV,1%,30% BE,20% SW,BE,"",SW,"",J,"",2017
Volvo,Volvo, XC60 FWD ,PC,1%,30% BE,20% SW,BE,"",SW,"",J,"",2017
Volvo,Volvo, XC90 AWD ,MPV,1%,35% SW,10% G,SW,"",SW,"",J,"",2017
Volvo,Volvo,XC90 Excellence  ,MPV,2%,35% SW,10% K,SW,"",SW,"",J,"",2017
Audi,Audi,A3,PC,1%,49%G,42%H,H,"",H,"",G(FWD),"",2018
Audi,Audi,A3,PC,1%,49%G,40%H,H,"",H,"",G(AWD),"",2018
Audi,Audi,S3,PC,1%,45%H,44%G,H,"",H,"",G,"",2018
Audi,Audi,RS 3,PC,1%,52%H,43%G,H,"",H,"",G,"",2018
Audi,Audi,A3 Cabriolet,PC,1%,48%H,37%G,H,"",H,"",G(FWD),"",2018
Audi,Audi,A3 Cabriolet,PC,1%,47%H,39%G,H,"",H,"",G(AWD),"",2018
Audi,Audi,A3 Sportback e-Tron,PC,0%,65%G,16%SL,G,"",G,"",G,"",2018
Audi,Audi,A4 ultra FWS,PC,1%,57%G,16%H,G,"",H,"",G (autom.),"",2018
Audi,Audi,A4,PC,1%,59%G,15%H,G,"",H,"",G (autom.),"",2018
Audi,Audi,A4,PC,1%,58%G,16%H,G,"",H,"",G (manual),"",2018
Audi,Audi,S4,PC,1%,58%G,20%H,G,"",H,"",G,"",2018
Audi,Audi,allroad,MPV,1%,58%G,"",G,"",H,"",G,"",2018
Audi,Audi,A5 Cabriolet,PC,1%,67%G,"",G,"",H,"",G,"",2018
Audi,Audi,S5 Cabriolet,PC,1%,66%G,17%H,G,"",H,"",G,"",2018
Audi,Audi,A5 Coupe,PC,1%,58%G,16%H,G,"",H,"",G (autom.),"",2018
Audi,Audi,A5 Coupe,PC,1%,57%G,17%H,G,"",H,"",G (manual),"",2018
Audi,Audi,S5 Coupe,PC,1%,57%G,21%H,G,"",H,"",G,"",2018
Audi,Audi,A5 Sportback,PC,1%,59%G,16%H,G,"",H,"",G,"",2018
Audi,Audi,S5 Sportback,PC,1%,58%G,21%H,G,"",H,"",G,"",2018
Audi,Audi,A6,PC,1%,62%G,"",G,"",H,"",G (FWD),"",2018
Audi,Audi,A6,PC,1%,63%G,"",G,"",H (2.0T),"",G (AWD),"",2018
Audi,Audi,A6,PC,1%,57%G,21%H,G,"",H (3.0T),"",G (AWD),"",2018
Audi,Audi,S6,PC,1%,56%G,24%H,G,"",H,"",G,"",2018
Audi,Audi,A7,PC,1%,62%G,19%H,G,"",H (3.0T),"",G,"",2018
Audi,Audi,S7,PC,0%,59%G,23%H,G,"",H,"",G,"",2018
Audi,Audi,RS7,PC,1%,61%G,21%H,G,"",H,"",G,"",2018
Audi,Audi,RS7 Performance,PC,1%,65%G,18%H,G,"",H,"",G,"",2018
Audi,Audi,A8L,PC,1%,64%G,"",G,"",H,"",G,"",2018
Audi,Audi,A8L Sport,PC,1%,60%G,20%H,G,"",H,"",G,"",2018
Audi,Audi,S8,PC,1%,59%G,20%H,G,"",H,"",G,"",2018
Audi,Audi,Q3,MPV,1%,42%SP,20%G,SP,"",H,"",J(FWD),"",2018
Audi,Audi,Q3,MPV,1%,46%SP,19%G,SP,"",H,"",J(AWD),"",2018
Audi,Audi,Q5,MPV,2%,75%M,"",M,"",M,"",G,"",2018
Audi,Audi,SQ5,MPV,1%,66%M,"",M,"",H,"",G,"",2018
Audi,Audi,Q7,MPV,1%,39%G,33%SL,SL,"",H (2.0T),"",G,"",2018
Audi,Audi,Q7,MPV,1%,35%G,31%SL,SL,"",H (3.0T),"",G,"",2018
Audi,Audi,R8 V10 Coupe,PC,1%,53%G,23%H,G,"",H,"",G,"",2018
Audi,Audi,R8 V10 plus Coupe,PC,1%,58%G,20%H,G,"",H,"",G,"",2018
Audi,Audi,R8 V10 Spyder/R8 V10 plus Spyder,PC,1%,60%G,23%H,G,"",H,"",G,"",2018
Audi,Audi,TT Coupe,PC,1%,55%H,36%G,H,"",H,"",G,"",2018
Audi,Audi,TTS Coupe,PC,1%,54%H,36%G,H,"",H,"",G,"",2018
Audi,Audi,TT RS Coupe,PC,1%,50%G,40%H,H,"",H,"",G,"",2018
Audi,Audi,TT Roadster,PC,1%,52%H,39%G,H,"",H,"",G,"",2018
BMW AG,BMW,i3/i8,PC,5%,35%,20%K,G,"",G,"",G,"",2018
BMW AG,BMW,2 Series Coup / Convertible,PC,5%,65% G,"",G,"",G,"","","",2018
BMW AG,BMW,4 Series Coup / Convertible,PC,5%,65%G,"",G,"",G,"",G,"",2018
BMW AG,BMW,3Series Gran Tursimo,PC,5%,60%G,"",G,"",G,"",G,"",2018
BMW AG,BMW,3 Series Sports Wagon,PC,5%,60%G,"",G,"",G,"",G,"",2018
BMW AG,BMW,3 Series Sedan,PC,5%,60%G,"",G,AF,"","","","",2018
BMW AG,BMW,4 Series Coupe /Convertible,PC,5%,65%G,"",G,"",G,"",G,"",2018
BMW AG,BMW,4 Series Gran Coupe,PC,5%,60%G,"",G,"",G,"",G,"",2018
BMW AG,BMW,5 Series Sedan/5 Series Gran Turismo,PC,5%,55%G,"",G,"",G,"",G,"",2018
BMW AG,BMW,6 Series Gran Turismo,PC,5%,55% G,"",G,"",G,"",G,"",2018
BMW AG,BMW,6 Series Convertible,PC,5%,80%G,"",G,"",G,"",G,"",2018
BMW AG,BMW,6 Series Gran Coupe,PC,5%,75%G,"",G,"",G,"",G,"",2018
BMW AG,BMW,7 Series Sedan,PC,5%,60%G,"",G,"",G,"",G,"",2018
BMW AG,BMW,X1,MPV,5%,45%G,"",G,BR,G,"",J,"",2018
BMW AG,BMW,X3,MPV,25%,35%G,"",US,"",A,"",G,"",2018
BMW AG,BMW,X4,MPV,35%,40%G,"",US,"",G (2.8),A (4.0),G,"",2018
BMW AG,BMW,X5,MPV,35%,35%G,"",US,"",G,"",G,"",2018
BMW AG,BMW,X6,MPV,30%,40%G,"",US,"",G,"",G,"",2018
BMW AG,BMW,Cooper Hard Top 2 Door,PC,5%,35%G,25% UK,UK,"",G,"",G (Manual),J (Auto),2018
BMW AG,BMW,Cooper Hard Top 4 Door,PC,5%,35%G,25% UK,UK,"",G,"",G (Manual),J (Auto),2018
BMW AG,BMW,Cooper Convertible,PC,5%,35%G,25% UK,OT,"",G,"",G (Manual),J (Auto),2018
BMW AG,BMW,Cooper Clubman,PC,5%,35%G,25% UK,UK,"",G,"",G (Manual),J (Auto),2018
BMW AG,BMW,Cooper Countryman,MPV,5%,45%G,"",OT,"",G,"",G (Manual),J (Auto),2018
Rolls-Royce Motor,Rolls-Royce,Phantom,PC,5%,65%G,15% UK,UK,"",G,"",G,"",2018
Rolls-Royce Motor,Rolls-Royce,Ghost,PC,5%,65%G,15% UK,UK,"",G,"",G,"",2018
Rolls-Royce Motor,Rolls-Royce,Wraith,PC,5%,65%G,15% UK,UK,"",G,"",G,"",2018
Rolls-Royce Motor,Rolls-Royce,Dawn,PC,5%,65%G,15% UK,UK,"",G,"",G,"",2018
Bentley,Bentley,Bentayga W12,MPV,0%,57% G,"",UK,"",G,"",G,"",2018
Bentley,Bentley,Continental GT,PC,1%,70% G,16% UK,UK,"",G,"",G,"",2018
Bentley,Bentley,Continental GT Convertible,PC,1%,67% G,19% UK,UK,"",G,"",G,"",2018
Bentley,Bentley,Continental GT Speed,PC,1%,70% G,16% UK,UK,"",G,"",G,"",2018
Bentley,Bentley,Continental GT Speed Convertible,PC,1%,67% G,19% UK,UK,"",G,"",G,"",2018
Bentley,Bentley,Continental GT V8,PC,1%,58% G,16% UK,UK,"",H,"",G,"",2018
Bentley,Bentley,Continental GT V8 Convertible,PC,1%,56% G,19% UK,UK,"",H,"",G,"",2018
Bentley,Bentley,Continental GT V8 Speed,PC,1%,55% G,21% UK,UK,"",H,"",G,"",2018
Bentley,Bentley,Continental GT V8 Speed Convertible,PC,1%,53% G,24% UK,UK,"",H,"",G,"",2018
Bentley,Bentley,Continental Supersports,PC,0%,58% G,20% UK,UK,"",G,"",G,"",2018
Bentley,Bentley,Flying Spur V8,PC,0%,62% G,16% UK,UK,"",H,"",G,"",2018
Bentley,Bentley,Flying Spur V8 Speed,PC,0%,62% G,16% UK,UK,"",H,"",G,"",2018
Bentley,Bentley,Flying Spur W12,PC,0%,71% G,15% UK,UK,"",G,"",G,"",2018
Bentley,Bentley,Flying Spur W12 Speed,PC,0%,70% G,16% UK,UK,"",G,"",G,"",2018
Bentley,Bentley,Mulsanne,PC,1%,40% G,40% UK,UK,"",G,"",G,"",2018
Bentley,Bentley,Mulsanne Extended Wheelbase,PC,0%,43% G,39% UK,UK,"",G,"",G,"",2018
Bentley,Bentley,Mulsanne Speed,PC,1%,40% G,40% UK,UK,"",G,"",G,"",2018
Ford Motor Company,Ford,CMAX,PC,40%,15% M,"",US,"",M (2.0 HEV ),"",US (auto),"",2018
Ford Motor Company,Ford,Edge,MPV,56%,20% M,"",CN,"",US,"M (2.0 T/C
)",US,"",2018
Ford Motor Company,Ford,Escape,MPV,60%,17% M,"",US,"",M,"P (1.5 T/C
)",US,"",2018
Ford Motor Company,Ford,Expedition,MPV,62%,15% M,"",US,"",M,"",US,"",2018
Ford Motor Company,Ford,Explorer,MPV,57%,"","",US,"",US,"",US,"",2018
Ford Motor Company,Ford,F150,Truck,65%,15% M,"",US,"","US (2.7 DOHC,
3.0DSL, 3.3
TIVCT, 5.0
DOHC)","M(3.5
GTDI)",US,"",2018
Ford Motor Company,Ford,Fiesta,PC,10%,70% M,"",M,"",BR (1.6L),"UK(1.6 T/C
)","M, BR",UK,2018
Ford Motor Company,Ford,Flex,MPV,52%,15% M,"",CN,"",US,"",US,"",2018
Ford Motor Company,Ford,Focus,PC,45%,25% M,"",US,"","US(2.0 ),SP(2.0 Turbo), US(BEV 1.0 G)","","M(6 Auto),
G(5 Manual),
US(Auto ELEC) ,
UK(6 Manual ),
CH(6 Auto)","",2018
Ford Motor Company,Ford,Focus RS,PC,15%,50% G,"",G,"",SP,"",G,"",2018
Ford Motor Company,Ford,Fusion,PC,30%,60% M,"",M,"","M(2.0 HEV, 2.5
DOHC, 2.7
T/C)","","P(1.5),
SP (2.0
T/C)",US,2018
Ford Motor Company,Ford,Ford GT,PC,20%,15% UK,"",US,"",US,"",G,"",2018
Ford Motor Company,Ford,Mustang,PC,56%,"","",US,"","SP(T/C),
M(HEV),US(T/C)","",US,"",2018
Ford Motor Company,Ford,Taurus,PC,61%,"","",US,"",US,SP,US,"",2018
Ford Motor Company,Ford,Transit Connect,Truck,10%,50% SP,"",SP,"",M,"",F,"",2018
Ford Motor Company,Lincoln,Continental,PC,65%,23% M,"",US,"",US,"",US,"",2018
Ford Motor Company,Lincoln,MKC,MPV,61%,20% M,"",US,"",US,SP,US,"",2018
Ford Motor Company,Lincoln,MKS,PC,"","","","","","","","","",2018
Ford Motor Company,Lincoln,MKT,MPV,60%,15% M,"",CN,"",US,"",US,"",2018
Ford Motor Company,Lincoln,MKX,MPV,55%,16% M,"",CN,"","US, SP, M","",US,"",2018
Ford Motor Company,Lincoln,MKZ,PC,26%,60% M,"",M,"",M,"",US,"",2018
Ford Motor Company,Lincoln,Navigator,MPV,56%,16% M,"",US,"","","",US,"",2018
General Motors LLC,Buick,Cascada,PC,7%,33% P,"",P,"",H,"",K,"",2018
General Motors LLC,Buick,Enclave,MPV,57%,21% M,"",US,"",M,"",M,"",2018
General Motors LLC,Buick,Encore,MPV,4%,69% K,17% CH,K,"",K,"",K,"",2018
General Motors LLC,Buick,Envision,MPV,11%,86% CH,"",CH,"",US,"",US,"",2018
General Motors LLC,Buick,LaCrosse,PC,50%,25% M,"",US,"",US,"",US,M,2018
General Motors LLC,Buick,Regal,PC,26%,29% G,"",G,"",US,"",J,M,2018
General Motors LLC,Cadillac,ATS,PC,57%,19% M,"",US,"",US,A,US,M,2018
General Motors LLC,Cadillac,CT6,PC,39%,31% CH,"",US,"",US,H,M,"",2018
General Motors LLC,Cadillac,CT6 PHEV,PC,44%,48% CH,"",CH,"",CH,"",US,"",2018
General Motors LLC,Cadillac,CTS,PC,57%,19% M,"",US,"",US,M,US,J,2018
General Motors LLC,Cadillac,Escalade,MPV,42%,44% M,"",US,"",US,"",US,"",2018
General Motors LLC,Cadillac,XT5,MPV,57%,21% M,"",US,"",US,"",J,"",2018
General Motors LLC,Cadillac,XTS,PC,54%,21% M,"",CN,"",US,M,US,"",2018
General Motors LLC,Chevrolet,Bolt,PC,20%,61% K,"",US,"",K,"",K,"",2018
General Motors LLC,Chevrolet,Camaro,PC,57%,19% M,"",US,"",US,"",US,M,2018
General Motors LLC,Chevrolet,City Express,Truck,20%,60% M,15% J,M,"",J,"",M,"",2018
General Motors LLC,Chevrolet,Colorado,Truck,51%,30% M,"",US,"",US,TH,US,BR,2018
General Motors LLC,Chevrolet,Corvette,PC,67%,"","",US,"",US,"",US,M,2018
General Motors LLC,Chevrolet,Cruze LTD,PC,45%,34% M,"",US,H,US,"",M,A,2018
General Motors LLC,Chevrolet,Equinox,MPV,45%,40% M,"",CN,"",US,H,US,M,2018
General Motors LLC,Chevrolet,Impala,PC,54%,21% M,"",US,"",US,M,US,M,2018
General Motors LLC,Chevrolet,Malibu LTD,PC,50%,25% M,"",US,"","US, M",H,US,M,2018
General Motors LLC,Chevrolet,Sierra,Truck,46%,44% M,"",US,"",US,"",US,"",2018
General Motors LLC,Chevrolet,Silverado,Truck,46%,44% M,"",US,"",US,"",US,"",2018
General Motors LLC,Chevrolet,Sonic,PC,50%,17% K,"",US,"","H, A",K,US,A,2018
General Motors LLC,Chevrolet,Spark,PC,1%,73% K,"",K,"",K,"",K,J,2018
General Motors LLC,Chevrolet,"Tahoe, Suburban",MPV,42%,44% M,"",US,"",US,"",US,"",2018
General Motors LLC,Chevrolet,Traverse,MPV,57%,21% M,"",US,"",US,M,M,"",2018
General Motors LLC,Chevrolet,Trax (Mexico),MPV,10%,50% M,"",M,"",A,"",M,"",2018
General Motors LLC,Chevrolet,Trax (Korea),MPV,4%,72% K,"",K,"",K,"",K,"",2018
General Motors LLC,Chevrolet,Volt,PC,66%,"","",US,"",US,"",US,"",2018
General Motors LLC,GMC,Acadia,MPV,57%,21% M,"",US,"",US,"",US,K,2018
General Motors LLC,GMC,Canyon,Truck,51%,30% M,"",US,"",US,TH,US,BR,2018
General Motors LLC,GMC,Sierra,Truck,46%,44% M,"",US,"",US,"",US,"",2018
General Motors LLC,GMC,Terrain,MPV,45%,40% M,"",M,"",US,H,US,M,2018
General Motors LLC,GMC,"Yukon, Yukon EXT",MPV,42%,44% M,"",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,Accord,PC,60%,"","",US,"",US,"",IN,"",2018
"Honda Motor Co., Ltd.",Honda,Accord,PC,60%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,Accord 2.0T Sport Touring,PC,60%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,Accord Hybrid,PC,"","","","","","","","","",2018
"Honda Motor Co., Ltd.",Acura,RLX,PC,15%,85% J,"",J,"",J,"",J,"",2018
"Honda Motor Co., Ltd.",Acura,RLX,PC,10%,85% J,"",J,"",US,"",J,"",2018
"Honda Motor Co., Ltd.",Acura,RLX Sport Hybrid,PC,"","","",US,"",US,"",J,"",2018
"Honda Motor Co., Ltd.",Acura,ILX,PC,60%,20% J,"","","","","","","",2018
"Honda Motor Co., Ltd.",Honda,Clarity Fuel Cell,PC,0%,95% J,"",J,"",J,"",J,"",2018
"Honda Motor Co., Ltd.",Honda,Clarity,PC,0%,95% J,"",J,"",J,"",J,"",2018
"Honda Motor Co., Ltd.",Acura,MDX,MPV,70%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Acura,MDX,MPV,70%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,HR-V,MPV,20%,35% M,25% J,M,"",J,"",J,"",2018
"Honda Motor Co., Ltd.",Honda,HR-V,MPV,20%,35% M,25% J,M,"",J,"",I,"",2018
"Honda Motor Co., Ltd.",Honda,HR-V,MPV,20%,30% M,30% J,M,"",J,"",I,"",2018
"Honda Motor Co., Ltd.",Honda,HR-V,MPV,20%,30% M,30% J,M,"",J,"",I,"",2018
"Honda Motor Co., Ltd.",Honda,Fit,PC,15%,40% M,25% J,M,"",J,"",P,"",2018
"Honda Motor Co., Ltd.",Honda,Fit,PC,15%,40% M,25% J,M,"",J,"",M,"",2018
"Honda Motor Co., Ltd.",Acura,RDX FWD,MPV,65%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Acura,RDX AWD,MPV,65%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,Ridgeline,Truck,75%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,Ridgeline,Truck,75%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,Pilot,MPV,70%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,Pilot,MPV,70%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,Odyssey,MPV,75%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Acura,TLX AWD,PC,70%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Acura,TLX AWD A-Spec,PC,65%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Acura,TLX,PC,65%,"","",US,"",US,"","","",2018
"Honda Motor Co., Ltd.",Acura,TLX,PC,65%,"","",US,"",US,"",J,"",2018
"Honda Motor Co., Ltd.",Acura,TLX FWD A-Spec,PC,65%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,CR-V 2WD,MPV,65%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,CR-V 2WD,MPV,65%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,CR-V 2WD,MPV,65%,"","",CN,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,CR-V 2WD,MPV,65%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,CR-V 4WD,MPV,65%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,CR-V 4WD,MPV,65%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,CR-V 4WD,MPV,65%,"","",CN,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,CR-V 4WD,MPV,65%,"","",US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,Civic,PC,15%,25% J,20% UK,UK,"",TH,"",J,"",2018
"Honda Motor Co., Ltd.",Honda,Civic,PC,15%,25% J,20% UK,UK,"",TH,"",I,"",2018
"Honda Motor Co., Ltd.",Honda,Civic 5Dr,PC,15%,25% J,20% UK,UK,"",US,"",J,"",2018
"Honda Motor Co., Ltd.",Honda,Civic 2D,PC,70%,"","",US,"",CN,"",M,"",2018
"Honda Motor Co., Ltd.",Honda,Civic 2D,PC,70%,"","",US,"",CN,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,Civic 2D,PC,70%,"","",US,"",CN,"",IN,"",2018
"Honda Motor Co., Ltd.",Honda,Civic 4D,PC,60%,20%,J,US,"",US,"",M,"",2018
"Honda Motor Co., Ltd.",Honda,Civic 4D,PC,60%,20%,J,US,"",US,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,Civic 4D,PC,60%,20%,J,US,"",US,"",IN,"",2018
"Honda Motor Co., Ltd.",Honda,Civic 4D,PC,60%,20%,J,US,"",CN,"",M,"",2018
"Honda Motor Co., Ltd.",Honda,Civic 4D,PC,60%,20%,J,US,"",CN,"",US,"",2018
"Honda Motor Co., Ltd.",Honda,Civic 4D,PC,60%,20%,J,US,"",CN,"",IN,"",2018
"Honda Motor Co., Ltd.",Honda,"Civic 4D, Civic Coupe, Civic Sedan",PC,60%,20%,J,J,"",J,"",J,"",2018
Hyundai Motor Company,Hyundai,Accent,PC,3%,47%,M,M,K,M,"",M,"",2018
Hyundai Motor Company,Hyundai,Accent (Manual Transmission),PC,3%,44%,M,M,K,M,"",K,"",2018
Hyundai Motor Company,Hyundai,Genesis G80,PC,2%,86%,K,K,"",K,"",K,"",2018
Hyundai Motor Company,Hyundai,Genesis G90,PC,2%,81%,"",K,"",K,"",K,"",2018
Hyundai Motor Company,Hyundai,Santa Fe Sport,MPV,60%,40%,"",US,"",US,"",US,"",2018
Hyundai Motor Company,Hyundai,Santa Fe Sport,MPV,46%,44%,K,US,"",US,"",US,"",2018
Hyundai Motor Company,Hyundai,Sonata,"",44%,44%,K,US,"",US,"",US,"",2018
Hyundai Motor Company,Hyundai,Elantra GT,PC,0%,93%,K,K,"",K,"",K,"",2018
Hyundai Motor Company,Hyundai,Elantra,PC,0%,94% K,"",K,"",K,"",K,"",2018
Hyundai Motor Company,Hyundai,Ioniq EV,PC,1%,91% K,"",K,"",K,"",K,"",2018
Hyundai Motor Company,Hyundai,Santa Fe Sport,MPV,60%,40% K,"",US,"",US,"",US,"",2018
Hyundai Motor Company,Hyundai,Santa Fe,MPV,2%,93% K,"",K,"",K,"",K,"",2018
Hyundai Motor Company,"",Kia Optima,PC,55%,45% K,"",US,"",K,M,US,"",2018
Hyundai Motor Company,Hyundai,Kia Sorento,PC,55%,45% K,"",US,"",US,"",US,"",2018
Hyundai Motor Company,Hyundai,Tucson,MPV,0%,95% K,"",K,"",K,"",K,"",2018
Jaguar Land Rover Limited,Jaguar,F-Type Convertible RWD (I4-296 HP),PC,6%,53% G,40% UK,UK,"",UK,"",G,"",2018
Jaguar Land Rover Limited,Jaguar,"F-Type Automatic Coupe RWD (V6 -
HP) 340",PC,7%,49% G,42% UK,UK,"",UK,"",G,"",2018
Jaguar Land Rover Limited,Jaguar,F-Type Manual Coupe RWD (V6- 340 HP),PC,6%,47% G,45% UK,UK,"",UK,"",G,"",2018
Jaguar Land Rover Limited,Jaguar,"F-Type Automatic Coupe RWD (V6 - 380
HP)",PC,7%,49% G,44% UK,UK,"",UK,"",G,"",2018
Jaguar Land Rover Limited,Jaguar,"F-Type Manual Coupe RWD (V6 - 380
HP)",PC,6%,46% G,46% UK,UK,"",UK,"",G,"",2018
