mfg,makes,carlines,type,percent_content_USA_CAN,percent_content_other1,percent_content_other2,final_assembly1,final_assembly2,source_E1,source_E2,source_T1,source_T2,year
"Jaguar Land Rover
Limited",Jaguar,XE-25t RWD,PC,5%,49% G,44% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XE-35t AWD,PC,4%,47% G,46% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XE-35t RWD,PC,4%,50% G,43% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XF- S AWD,PC,5%,47% G,46% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XF-20d AWD,PC,5%,49% G,44% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XF-20d RWD,PC,5%,48% G,45% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XF-35t AWD,PC,5%,50% G,47% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XF-S RWD,PC,5%,50% G,47% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XJ Portfolio - AWD,PC,6%,52% G,40% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XJ Portfolio - RWD,PC,7%,53% G,39% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XJ Portfolio Supercharged - LWB,PC,7%,53% G,38% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XJ Portfolio Supercharged - SWB,PC,7%,50% G,42% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XJ R-Sport - AWD,PC,6%,50% G,42% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XJ R-Sport - RWD,PC,7%,51% G,40% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Jaguar,XJR-LWB,PC,9%,48% G,41% UK,UK,"",UK,"",G,"",2017
"Jaguar Land Rover
Limited",Land Rover,"Discovery 3.0L
Supercharged (Gasoline)",MPV,7%,66% UK,17% G,UK,"",UK,"",US,"",2017
"Jaguar Land Rover
Limited",Land Rover,"Discovery 3.0L
Turbocharged (Diesel)",MPV,7%,66% UK,17% G,UK,"",UK,"",US,"",2017
"Jaguar Land Rover
Limited",Land Rover,Discovery Sport,MPV,9%,61% UK,"",UK,"",SP,"",US,"",2017
Jaguar Land Rover Limited,Land Rover,Range Rover 3.0L Supercharged (Gasoline) Standard Wheelbase,MPV,7%,69% UK,17% G,UK,"",UK,"",US,"",2017
Jaguar Land Rover Limited,Land Rover,Range Rover 3.0L Supercharged Diesel) Standard Wheelbase,MPV,7%,69% UK,17% G,UK,"",UK,"",US,"",2017
Kia Motors,Kia,Cadenza,PC,0%,94% K,"",K,"",K,"",K,"",2017
Kia Motors,Kia,Forte,PC,0%,95% K,"",K,"",K,"",K,"",2017
Kia Motors,Kia,K900,PC,1%,93% K,"",K,"",K,"",K,"",2017
Kia Motors,Kia,Niro,PC,2%,88% K,"",K,"",K,"",K,"",2017
Kia Motors,Kia,Optima ( 2.0 L Engine),PC,75%,24% K,"",US,"",US,"",US,"",2017
Kia Motors,Kia,Optima (1.6L Engine),PC,83%,17% K,"",US,"",K,"",US,"",2017
Kia Motors,Kia,Optima (2.4L Engine),PC,83%,16% K,"",US,"",US,"",US,"",2017
Kia Motors,Kia,Optima Hybrid,PC,0%,95% K,"",K,"",K,"",K,"",2017
Kia Motors,Kia,Rio,PC,0%,96% K,"",K,"",K,"",K,"",2017
Kia Motors,Kia,Sedona,MPV,1%,98% K,"",K,"",K,"",K,"",2017
Kia Motors,Kia,"Sorento (2.0L, 2.4L)",MPV,51%,48% K,"",US,"",US,"",US,"",2017
Kia Motors,Kia,Sorento (3.3L),MPV,45%,54% K,"",US,"",K,"",US,"",2017
Kia Motors,Kia,Soul,MPV,0%,91% K,"",K,"",K,"",K,"",2017
Kia Motors,Kia,Soul EV,MPV,0%,95% K,"",K,"",K,"",K,"",2017
Kia Motors,Kia,Sportage (QL),MPV,0%,95% K,"",K,"",K,"",K,"",2017
Mazda,Scion,iA MT,PC,5%,65% M,20% J,M,"",J,"",J,"",2017
Mazda,Scion,iA AT,PC,5%,60% M,15% J,M,"",J,"",TH,"",2017
Mazda,Toyota,Yaris AT,PC,5%,65% M,15% J,M,"",J,"",TH,"",2017
Mazda,Toyota,Yaris MT,PC,5%,65% M,20% J,M,"",J,"",J,"",2017
Mazda,Mazda,Fiat 124 Spider,PC,0%,75% J,20% I,J,"",I,"",J,"",2017
Mazda,Mazda,CX-3,PC,0%,85% J,"",J,"",J,"",J,"",2017
Mazda,Mazda,CX-5,MPV,0%,90% J,"",J,"",J,"",J,"",2017
Mazda,Mazda,CX-9,MPV,0%,90% J,"",J,"",J,"",J,"",2017
Mazda,Mazda,Mazda2,PC,5%,65% M,15% J,M,"",J,"",TH,"",2017
Mazda,Mazda,Mazda3,PC,0%,95% J,"",J,"",J,J,J,"",2017
Mazda,Mazda,Mazda3,PC,10%,65% M,15% J,M,"",M (2.0L),J (2.5L),J,TH,2017
Mazda,Mazda,Mazda6,PC,0%,95% J,"",J,"",J,"",J,"",2017
Mazda,Mazda,MX-5 Miata,PC,0%,90% J,"",J,"",J,"",J,"",2017
Mercedes Benz,"Mercedes
Benz",B-Class E-CELL (B250e),PC,0%,70% G,"",G,"",N,"",N,"",2017
Mercedes Benz,"Mercedes
Benz",C-Class Cabrio (C43-4M),PC,0%,64% G,"",G,"",G,"",G,"",2017
Mercedes Benz,Mercedes,C-Class Cabrio (C300/C300-4M),PC,0%,"","","","","","","","",2017
Mercedes Benz,Mercedes,C-Class Cabrio (C63/C63S) ,PC,0%,64% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,C-Class Coup? (C43-4M),PC,0%,71% G,"",G,"",G,"",G,"",2017
Mercedes Benz,Mercedes,C-Class Coup? (C63/C63S),PC,0%,71% G,"",G,"",G,"",G,"",2017
Mercedes Benz,Mercedes,C-Class Coup? (C300/C300-4M),PC,0%,71% G,"",G,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",C-Class Sedan (C350e),PC,60%,20% G,"",G,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",C-Class Sedan (C43-4M) ,PC,60%,20% G,"",US,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",C-Class Sedan (C63/C63S) ,PC,60%,20% G,"",US,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz","C-Class Sedan (US Engine) (C300/C300-
4M) ",PC,72%,12% G,"",US,"",US 2.0L,G,G,"",2017
Mercedes Benz,"Mercedes
Benz","C-Class Sedan (US Engine) (C300/C300-
4M) ",PC,20%,60% G,"",AF,"",US 2.0L,"",G,"",2017
Mercedes Benz,"Mercedes
Benz","CLA-Class Coupe (CLA250/CLA250-
4M/CLA45- 4M) ",PC,0%,42% G,"",G,"",G,"",G,"",2017
Mercedes Benz,Mercedes,CLS-Class (CLS400/CLS400-4M) ,PC,0%,75% G,"",G,"",G,"",G,"",2017
Mercedes Benz,Mercedes,CLS-Class (CLS550/CLS550-4M) ,PC,0%,75% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,CLS-Class (CLS63S-4M) ,PC,0%,75% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,E-Class Cabriolet (E400),PC,0%,78% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,E-Class Cabriolet (E550),PC,0%,78% G,"",G,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",E-Class Coup? (E400/E400-4M),PC,0%,74% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,E-Class Coup? (E550) ,PC,0%,74% G,"",G,"",G,"",G,"",2017
Mercedes Benz,Mercedes,E-Class Sedan (E300/E300-4M) ,PC,0%,68% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,E-Class Sedan (E43-4M) ,PC,0%,68% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,E-Class Wagon (E400-4M) ,PC,0%,68% G,"",G,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",G-Class SUV (G550/G550 4x4) ,MPV,0%,53% G,"",A,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",G-Class SUV (G63) ,MPV,0%,53% G,"",A,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",G-Class SUV (G65) ,MPV,0%,53% G,"",A,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz","GLA-Class (GLA250/GLA250-4M/GLA45-
4M) ",MPV,0%,73% G,"",G,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",GLC-Class Coupe (GLC300-4M),PC,0%,72% G,"",G,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",GLC-Class Coupe (GLC43-4M),PC,0%,72% G,"",G,"",G,"",G,"",2017
Mercedes Benz,Mercedes,GLC-Class SUV (GLC300/GLC300-4M),MPV,0%,72% G,"",G,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",GLC-Class SUV (GLC43-4M),MPV,0%,72% G,"",G,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",GLE-Class Coupe (GLE43-4M),PC,65%,16% G,"",US,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",GLE-Class Coupe (GLE63S),PC,65%,16% G,"",US,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",GLE-Class SUV (GLE300d-4M),MPV,65%,16% G,"",US,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz","GLE-Class SUV (GLE400-4M/GLE43-
4M/GLE550e-4M) ",MPV,65%,16% G,"",US,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",GLE-Class SUV (GLE63/GLE63S),MPV,65%,16% G,"",US,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",GLE-Class SUV (GLE350/GLE350-4M) ,MPV,65%,16% G,"",US,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz","GLS-Class
4M) SUV (GLS350d-4M/GLS450-",MPV,60%,26% G,"",US,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",GLS-Class SUV (GLS550-4M),MPV,60%,26% G,"",US,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",GLS-Class SUV (GLS63),MPV,60%,26% G,"",US,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,GT-Class (GT/GTS) ,PC,0%,85% G,"",G,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",Metris Cargo ,MPV,1%,70% SP,12% G,US,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",Metris Passenger ,MPV,0%,71% SP,12% G,SP,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,S-Class Cabrio (S550-4M),PC,0%,65% G,"",G,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",S-Class Cabrio (S63-4M) ,PC,0%,65% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,S-Class Cabrio (S65) ,PC,0%,65% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,S-Class Coup? (S550-4M) ,PC,0%,79% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,S-Class Coup? (S63-4M) ,PC,0%,79% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,S-Class Coup? (S65) ,PC,0%,79% G,"",G,"",G,"",G,"",2017
Mercedes Benz,Mercedes,S-Class Maybach (S550-4M) ,PC,0%,74% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,S-Class Maybach (S600) ,PC,0%,74% G,"",G,"",G,"",G,"",2017
Mercedes Benz,Mercedes,S-Class Maybach Cabrio (S650) ,PC,0%,74% G,"",G,"",G,"",G,"",2017
Mercedes Benz,Mercedes,S-Class Sedan (S550/S550-4M) ,PC,0%,74% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,S-Class Sedan (S550e) ,PC,0%,74% G,"",G,"",G,"",G,"",2017
Mercedes Benz,Mercedes,S-Class Sedan (S600/S65) ,PC,0%,74% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,S-Class Sedan (S63-4M) ,PC,0%,74% G,"",G,"",G,"",G,"",2017
Mercedes Benz,Mercedes,SLC-Class Roadster (SLC300)   ,PC,0%,81% G,"",G,"",G,"",G,"",2017
Mercedes Benz,Mercedes,SLC-Class Roadster (SLC43)    ,PC,0%,81% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,SL-Class (SL450)    ,PC,0%,77% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,SL-Class (SL550)    ,PC,0%,77% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,SL-Class (SL63)    ,PC,0%,77% G,"",G,"",G,"",G,"",2017
Mercedes Benz,MercedesBenz,SL-Class (SL65)    ,PC,0%,77% G,"",G,"",G,"",G,"",2017
Mercedes Benz,"Mercedes
Benz",smart electric cabrio    ,PC,0%,41% G,40% F,F,"",F,"",F,"",2017
Mercedes Benz,"Mercedes
Benz",smart electric coupe    ,PC,0%,43% G,42% F,F,"",F,"",F,"",2017
Mercedes Benz,"Mercedes
Benz",Smart fortwo Cabrio    ,PC,0%,19% G,36% F,F,"",F,"",I,"",2017
Mercedes Benz,"Mercedes
Benz",Smart fortwo Coupe    ,PC,0%,15% G,48% F,F,"",F,"",F,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,i-MiEV    ,PC,0%,100% J,"",J,"",J,"",J,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,Lancer 2 M/T  ,PC,1%,94% J,"",J,"",J,"",J,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,Lancer 2 CVT  ,PC,1%,95% J,"",J,"",J,"",J,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,Lancer 2.4 CVT  ,PC,1%,95%,J,J,"",J,"",J,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage    ,PC,0%,94%,TH,TH,"",TH,"",TH,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage CVT    ,PC,0%,95%,TH,TH,"",TH,"",TH,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage G4  CVT  ,PC,0%,94%,TH,TH,"",TH,"",TH,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage G4  MT  ,PC,0%,95%,TH,TH,"",TH,"",TH,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,Mirage M/T    ,PC,0%,94%,TH,TH,"",TH,"",TH,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander Sport 2.0L  M/T ,MPV,0%,94%,J,J,"",J,"",J,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander 2.4L 2WD & AWD  ,MPV,0%,93%,J,J,"",J,"",J,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,Outlander 3.0L    ,MPV,1%,93%,J,J,"",J,"",J,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,"Outlander Sport SAM 2.0L CVT8
2WD    ",MPV,0%,97%,J,J,"",J,"",J,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,"Outlander Sport 2.0L
AWD  CVT8 2WD &",MPV,0%,95%,J,J,"",J,"",J,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,"Outlander Sport 2.4L CVT2
2WD    ",MPV,0%,95%,J,J,"",J,"",J,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,"Outlander Sport 2.4L CVT2
AWD    ",MPV,0%,95%,"",J,"",J,"",J,"",2017
"Mitsubishi Motors
Corporation",Mitsubishi,"Outlander Sport SAM 2.0L CVT8
AWD ",MPV,0%,97% J,"",J,"",J,"",J,"",2017
"Nissan North America, Inc",Infiniti,Q50 6 CYL,PC,0%,95% J,"",J,"",J,"",J,"",2017
"Nissan North America, Inc",Infiniti,Q50 4 CYL ,PC,0%,95% J,"",J,"",G,"",J,"",2017
"Nissan North America, Inc",Infiniti,Q60 4CYL ,PC,0%,95% J,"",J,"",G,"",J,"",2017
"Nissan North America, Inc",Infiniti,Q60 6CYL ,PC,0%,95% J,"",J,"",J,"",J,"",2017
"Nissan North America, Inc",Infiniti,Q70 Conv & HEV ,PC,0%,100% J,"",J,"",J,"",J,"",2017
"Nissan North America, Inc",Infiniti,QX30 ,PC,0%,55% UK,25% G,UK,"",G,"",G,"",2017
"Nissan North America, Inc",Infiniti,QX50 ,MPV,0%,100% J,"",J,"",J,"",J,"",2017
"Nissan North America, Inc",Infiniti,QX60 4CYL & 6CYL ,MPV,50%,15% J,"",US,"",US,"",M,"",2017
"Nissan North America, Inc",Infiniti,QX60 HEV 4CYL & 6CYL ,MPV,50%,15% J,"",US,"",US,"",J,"",2017
"Nissan North America, Inc",Infiniti,QX70 ,MPV,0%,100% J,"",J,"",J,"",J,"",2017
"Nissan North America, Inc",Infiniti,QX80 ,MPV,5%,95% J,"",J,"",J,"",J,"",2017
"Nissan North America, Inc",Nissan,370Z Coupe ,PC,0%,100% J,"",J,"",J,"",J,"",2017
"Nissan North America, Inc",Nissan,370Z Roadster ,PC,5%,95% J,"",J,"",J,"",J,"",2017
"Nissan North America, Inc",Nissan,Altima 4CYL & 6CYL ,PC,55%,15% M,"",US,"",US,"",M,"",2017
"Nissan North America, Inc",Nissan,Armada ,MPV,5%,95% J,"",J,"",J,"",J,"",2017
"Nissan North America, Inc",Nissan,Frontier 4CYL ,Truck,50%,20% J,"",US,"",J,"",J,"",2017
"Nissan North America, Inc",Nissan,Frontier 6CYL ,Truck,50%,20% J,"",US,"",US,"",J,"",2017
"Nissan North America, Inc",Nissan,GT-R ,PC,0%,100% J,"",J,"",J,"",J,"",2017
"Nissan North America, Inc",Nissan,Juke ,MPV,0%,100% J,"",J,"",J,"",J,"",2017
"Nissan North America, Inc",Nissan,Leaf ,PC,40%,25% J,15% K,US,"",J,"",J,"",2017
"Nissan North America, Inc",Nissan,Maxima ,PC,50%,15% J,"",US,"",US,"",J,"",2017
"Nissan North America, Inc",Nissan,Murano - 4CYL & 6CYL ,MPV,55%,"","",US,"",US,"",M,"",2017
"Nissan North America, Inc",Nissan,Murano 6 CYL,MPV,55%,"","",US,"",J,"",M,"",2017
"Nissan North America, Inc",Nissan,Murano HEV - 4CYL & 6CYL ,MPV,55%,"","",US,"",US,"",J,"",2017
"Nissan North America, Inc",Nissan,NV200 Taxi NYT,MPV,15%,45% M,30% J,M,"",J,"",M,"",2017
"Nissan North America, Inc",Nissan,NV200 Cargo,Truck,20%,55% M,15% J,M,"",J,"",M,"",2017
"Nissan North America, Inc",Nissan,Pathfinder - 4CYL & 6CYL ,MPV,55%,15% J,"",US,"",US,"",M,"",2017
"Nissan North America, Inc",Nissan,Pathfinder HEV - 4CYL & 6CYL ,MPV,55%,15% J,"",US,"",US,"",J,"",2017
"Nissan North America, Inc",Nissan,Quest ,MPV,0%,90% J,"",J,"",J,"",M,"",2017
"Nissan North America, Inc",Nissan,Rogue ,MPV,20%,45% J,15% K,J,"",J,"",M,"",2017
"Nissan North America, Inc",Nissan,Rogue ,MPV,20%,45% J,15% K,US,"",US,"",M,"",2017
"Nissan North America, Inc",Nissan,Rogue ,MPV,20%,45% J,15% K,US,"",J,"",M,"",2017
"Nissan North America, Inc",Nissan,Rogue ,MPV,20%,45% J,15% K,K,"",J,"",J,"",2017
"Nissan North America, Inc",Nissan,Rogue HEV ,MPV,20%,45% J,15% K,US,"",J,"",J,"",2017
"Nissan North America, Inc",Nissan,Sentra ,PC,15%,60% M,"",M,"",M,"",M,CH,2017
"Nissan North America, Inc",Nissan,Sentra ,PC,15%,60% M,"",M,"",M,"",TH,SP,2017
"Nissan North America, Inc",Nissan,Sentra Turbo ,PC,10%,35% M,30% J,M,"",J,"",J,SP,2017
"Nissan North America, Inc",Nissan,Titan ,Truck,50%,15% J,"",US,"",US,"",J,"",2017
"Nissan North America, Inc",Nissan,Versa Note ,PC,15%,60% M,"",M,"",M,"",M,SP,2017
"Nissan North America, Inc",Nissan,Versa Sedan ,PC,15%,60% M,"",M,"",M,"",M,SP,2017
Porsche AG,Porsche,911 Carrera ,PC,0%,74% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Carrera 4 ,PC,0%,71% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Carrera 4 Cabriolet ,PC,0%,73% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Carrera 4 GTS ,PC,0%,62% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,"911 Carrera 4 GTS
Cabriolet ",PC,0%,65% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Carrera 4S ,PC,0%,68% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Carrera 4S Cabriolet ,PC,0%,74% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Carrera Cabriolet ,PC,0%,75% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Carrera GTS ,PC,0%,63% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Carrera GTS Cabriolet ,PC,0%,65% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Carrera S ,PC,0%,76% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Carrera S Cabriolet ,PC,0%,76% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Targa 4 ,PC,0%,75% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Targa 4 GTS ,PC,0%,64% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Targa 4S ,PC,0%,74% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Turbo ,PC,0%,70% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Turbo Cabriolet ,PC,0%,77% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Turbo S ,PC,0%,69% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,911 Turbo S Cabriolet,PC,0%,71% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,Boxster,PC,0%,71% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,Boxster S,PC,0%,71% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,Cayenne,MPV,5%,60% G,"",G,"",G,"",J,"",2017
Porsche AG,Porsche,Cayenne GTS,MPV,5%,60% G,"",G,"",G,"",J,"",2017
Porsche AG,Porsche,Cayenne Platinum Edition,MPV,5%,60% G,"",G,"",G,"",J,"",2017
Porsche AG,Porsche,Cayenne S,MPV,5%,60% G,"",G,"",G,"",J,"",2017
Porsche AG,Porsche,Cayenne S E-Hybrid,MPV,5%,60% G,"",G,"",H,"",J,"",2017
Porsche AG,Porsche,Cayenne S E-Hybrid Platinum,MPV,5%,60% G,"",G,"",H,"",J,"",2017
Porsche AG,Porsche,Cayenne Turbo,MPV,5%,60% G,"",G,"",G,"",J,"",2017
Porsche AG,Porsche,Cayenne Turbo S,MPV,5%,60% G,"",G,"",G,"",J,"",2017
Porsche AG,Porsche,Cayman,PC,0%,68% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,Cayman S,PC,0%,68% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,Macan,MPV,0%,68% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,Macan GTS,MPV,0%,80% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,Macan S,MPV,0%,82% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,Macan Turbo,MPV,0%,76% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,Panamera,PC,0%,65% G,"",G,"",H,"",G,"",2017
Porsche AG,Porsche,Panamera 4,PC,0%,66% G,"",G,"",H,"",G,"",2017
Porsche AG,Porsche,Panamera 4 E-Hybrid,PC,0%,60% G,"",G,"",H,"",G,"",2017
Porsche AG,Porsche,Panamera 4 Executive,PC,0%,63% G,"",G,"",H,"",G,"",2017
Porsche AG,Porsche,Panamera 4S,PC,0%,65% G,"",G,"",H,"",G,"",2017
Porsche AG,Porsche,Panamera 4S Executive,PC,0%,63% G,"",G,"",H,"",G,"",2017
Porsche AG,Porsche,Panamera Turbo,PC,0%,71% G,"",G,"",G,"",G,"",2017
Porsche AG,Porsche,Panamera Turbo Executive,PC,0%,69% G,"",G,"",G,"",G,"",2017
Subaru,Subaru,BRZ,PC,0%,95% J,"",J,"",J,"",J,"",2017
Subaru,Subaru,Crosstrek,MPV,0%,90% J,"",J,"",J,"",J,"",2017
Subaru,Subaru,Forester,MPV,0%,90% J,"",J,"",J,"",J,"",2017
Subaru,Subaru,Impreza,PC,40%,45% J,"",US,"",J,"",J,"",2017
Subaru,Subaru,Legacy,PC,45%,40% J,"",US,"",J,"",J,"",2017
Subaru,Subaru,Outback,MPV,45%,40% J,"",US,"",J,"",J,"",2017
Subaru,Subaru,WRX,PC,0%,85% J,"",J,"",J,"",J,"",2017
Subaru,Toyota,86,PC,0%,95% J,"",J,"",J,"",J,"",2017
Tesla,Tesla,Model,PC,50%,25% M,"",US,"",US,"",US,"",2017
Tesla,Tesla,Model 3 Long Range,PC,50%,25% M,"",US,"",US,"",US,"",2017
Tesla,Tesla,Model S,PC,50%,"","",US,"",US,"",US,"",2017
Tesla,Tesla,Model X,MPV,50%,"","",US,"",US,"",US,"",2017
Toyota,Lexus,CT200h,PC,5%,95% J,"",J,"",J,"",J,"",2017
Toyota,Lexus,ES Hybrid,PC,5%,95% J,"",J,"",J,"",J,"",2017
Toyota,Lexus,GS 450,PC,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Lexus,GS F,PC,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Lexus,GS350,PC,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Lexus,GX460,MPV,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Lexus,IS200T / 350,PC,0%,100%J,"",J,"",J,"",J,"",2017
Toyota,Lexus,LC 500,PC,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Lexus,LS 460,PC,5%,95% J,"",J,"",J,"",J,"",2017
Toyota,Lexus,LX570,PC,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Lexus,NX,MPV,5%,95% J,"",J,"",J,"",J,"",2017
Toyota,Lexus,NX Hybrid,MPV,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Lexus,RC,PC,5%,95% J,"",J,"",J,"",J,"",2017
Toyota,Lexus,RC F,PC,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Lexus,RX350,MPV,50%,40% J,"","US, J","",J,"",J,"",2017
Toyota,Lexus,RX450h,MPV,35%,55% J,"","CN, J","",J,"",J,"",2017
Toyota,Scion,iM,PC,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Scion,Mirai,PC,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Toyota,4Runner,MPV,0%,100% J,"",J,"",J,"",J,"",2017
Toyota,Toyota,Avalon,PC,70%,15% J,"",US,"",US,"",US,J,2017
Toyota,Toyota,Avalon Hybrid,PC,40%,45% J,"",US,"",J,"",J,"",2017
Toyota,Toyota,Camry,PC,75%,15% J,"",US,"",US,"",US,J,2017
Toyota,Toyota,Camry Hybrid,PC,40%,50% J,"",US,"",J,"",J,"",2017
Toyota,Toyota,C-HR,PC,0%,45% T,40% J,T,"",J,"",J,"",2017
